,,,,
28547,Camp Lejeune,,NC,Onslow County
28715,Candler,Biltmore Lake,NC,Buncombe County
27229,Candor,,NC,Montgomery County
28716,Canton,,NC,Haywood County
28019,Caroleen,,NC,Rutherford County
28428,Carolina Beach,Carolina Bch,NC,New Hanover County
27510,Carrboro,,NC,Orange County
28327,Carthage,"Whisper Pnes, Whispering Pines",NC,Moore County
27511,Cary,,NC,Wake County
27512,Cary,,NC,Wake County
27513,Cary,,NC,Wake County
27518,Cary,,NC,Wake County
27519,Cary,,NC,Wake County
28020,Casar,,NC,Cleveland County
28717,Cashiers,,NC,Jackson County
27816,Castalia,,NC,Nash County
28429,Castle Hayne,,NC,New Hanover County
28609,Catawba,Longisland,NC,Catawba County
27230,Cedar Falls,,NC,Randolph County
27231,Cedar Grove,,NC,Orange County
28520,Cedar Island,,NC,Carteret County
28718,Cedar Mountain,Cedar Mtn,NC,Transylvania County
28430,Cerro Gordo,,NC,Columbus County
28431,Chadbourn,,NC,Columbus County
27514,Chapel Hill,,NC,Orange County
27515,Chapel Hill,,NC,Orange County
27516,Chapel Hill,,NC,Orange County
27517,Chapel Hill,,NC,Orange County
27599,Chapel Hill,,NC,Orange County
28201,Charlotte,,NC,Mecklenburg County
28202,Charlotte,,NC,Mecklenburg County
28203,Charlotte,,NC,Mecklenburg County
28204,Charlotte,,NC,Mecklenburg County
28205,Charlotte,,NC,Mecklenburg County
28206,Charlotte,,NC,Mecklenburg County
28207,Charlotte,,NC,Mecklenburg County
28208,Charlotte,,NC,Mecklenburg County
28209,Charlotte,,NC,Mecklenburg County
28210,Charlotte,,NC,Mecklenburg County
28211,Charlotte,,NC,Mecklenburg County
28212,Charlotte,,NC,Mecklenburg County
28213,Charlotte,,NC,Mecklenburg County
28214,Charlotte,,NC,Mecklenburg County
28215,Charlotte,,NC,Mecklenburg County
28216,Charlotte,,NC,Mecklenburg County
28217,Charlotte,,NC,Mecklenburg County
28218,Charlotte,,NC,Mecklenburg County
28219,Charlotte,,NC,Mecklenburg County
28220,Charlotte,,NC,Mecklenburg County
28221,Charlotte,,NC,Mecklenburg County
28222,Charlotte,,NC,Mecklenburg County
28223,Charlotte,,NC,Mecklenburg County
28224,Charlotte,,NC,Mecklenburg County
28226,Charlotte,,NC,Mecklenburg County
28227,Charlotte,Mint Hill,NC,Mecklenburg County
28228,Charlotte,,NC,Mecklenburg County
28229,Charlotte,,NC,Mecklenburg County
28230,Charlotte,,NC,Mecklenburg County
28231,Charlotte,,NC,Mecklenburg County
28232,Charlotte,,NC,Mecklenburg County
28233,Charlotte,,NC,Mecklenburg County
28234,Charlotte,,NC,Mecklenburg County
28235,Charlotte,,NC,Mecklenburg County
28236,Charlotte,,NC,Mecklenburg County
28237,Charlotte,,NC,Mecklenburg County
28241,Charlotte,,NC,Mecklenburg County
28242,Charlotte,,NC,Mecklenburg County
28243,Charlotte,,NC,Mecklenburg County
28244,Charlotte,,NC,Mecklenburg County
28246,Charlotte,,NC,Mecklenburg County
28247,Charlotte,,NC,Mecklenburg County
28250,Charlotte,,NC,Mecklenburg County
28253,Charlotte,,NC,Mecklenburg County
28254,Charlotte,,NC,Mecklenburg County
28255,Charlotte,,NC,Mecklenburg County
28256,Charlotte,,NC,Mecklenburg County
28258,Charlotte,,NC,Mecklenburg County
28260,Charlotte,,NC,Mecklenburg County
28262,Charlotte,,NC,Mecklenburg County
28263,Charlotte,,NC,Mecklenburg County
28265,Charlotte,,NC,Mecklenburg County
28266,Charlotte,,NC,Mecklenburg County
28269,Charlotte,,NC,Mecklenburg County
28270,Charlotte,,NC,Mecklenburg County
28271,Charlotte,,NC,Mecklenburg County
28272,Charlotte,,NC,Mecklenburg County
28273,Charlotte,,NC,Mecklenburg County
28274,Charlotte,,NC,Mecklenburg County
28275,Charlotte,,NC,Mecklenburg County
28277,Charlotte,,NC,Mecklenburg County
28278,Charlotte,,NC,Mecklenburg County
28280,Charlotte,,NC,Mecklenburg County
28281,Charlotte,,NC,Mecklenburg County
28282,Charlotte,,NC,Mecklenburg County
28284,Charlotte,,NC,Mecklenburg County
28285,Charlotte,,NC,Mecklenburg County
28287,Charlotte,,NC,Mecklenburg County
28288,Charlotte,,NC,Mecklenburg County
28289,Charlotte,,NC,Mecklenburg County
28290,Charlotte,,NC,Mecklenburg County
28296,Charlotte,,NC,Mecklenburg County
28297,Charlotte,,NC,Mecklenburg County
28299,Charlotte,,NC,Mecklenburg County
28719,Cherokee,,NC,Jackson County
28533,Cherry Point,Havelock,NC,Craven County
28021,Cherryville,,NC,Gaston County
28720,Chimney Rock,,NC,Rutherford County
28023,China Grove,,NC,Rowan County
28521,Chinquapin,,NC,Duplin County
27817,Chocowinity,,NC,Beaufort County
28610,Claremont,,NC,Catawba County
28432,Clarendon,,NC,Columbus County
28433,Clarkton,,NC,Bladen County
27520,Clayton,,NC,Johnston County
27527,Clayton,,NC,Johnston County
27528,Clayton,,NC,Johnston County
27012,Clemmons,,NC,Forsyth County
27013,Cleveland,Barber,NC,Rowan County
28024,Cliffside,,NC,Rutherford County
27233,Climax,,NC,Randolph County
28328,Clinton,,NC,Sampson County
28329,Clinton,,NC,Sampson County
28721,Clyde,,NC,Haywood County
27521,Coats,,NC,Harnett County
27922,Cofield,,NC,Hertford County
27923,Coinjock,,NC,Currituck County
27924,Colerain,,NC,Bertie County
27235,Colfax,,NC,Guilford County
28611,Collettsville,,NC,Caldwell County
27925,Columbia,,NC,Tyrrell County
28722,Columbus,,NC,Polk County
28522,Comfort,,NC,Jones County
27818,Como,,NC,Hertford County
28025,Concord,,NC,Cabarrus County
28026,Concord,,NC,Cabarrus County
28027,Concord,,NC,Cabarrus County
27819,Conetoe,,NC,Edgecombe County
28612,Connellys Springs,"Connelly Spg, Connellys Spg",NC,Burke County
28613,Conover,,NC,Catawba County
27820,Conway,Milwaukee,NC,Northampton County
27014,Cooleemee,,NC,Davie County
27926,Corapeake,,NC,Gates County
28330,Cordova,,NC,Richmond County
28031,Cornelius,,NC,Mecklenburg County
27927,Corolla,,NC,Currituck County
28434,Council,,NC,Bladen County
28523,Cove City,,NC,Craven County
28032,Cramerton,,NC,Gaston County
27522,Creedmoor,,NC,Granville County
27564,Creedmoor,,NC,Granville County
28615,Creston,,NC,Ashe County
27928,Creswell,,NC,Washington County
28616,Crossnore,,NC,Avery County
28033,Crouse,,NC,Lincoln County
28617,Crumpler,,NC,Ashe County
28903,Culberson,,NC,Cherokee County
28723,Cullowhee,,NC,Jackson County
28331,Cumberland,,NC,Cumberland County
27237,Cumnock,Sanford,NC,Lee County
28435,Currie,,NC,Pender County
27929,Currituck,,NC,Currituck County
28034,Dallas,,NC,Gaston County
28724,Dana,,NC,Henderson County
27016,Danbury,,NC,Stokes County
28035,Davidson,,NC,Mecklenburg County
28036,Davidson,,NC,Mecklenburg County
28524,Davis,,NC,Carteret County
28618,Deep Gap,Triplett,NC,Watauga County
28525,Deep Run,,NC,Lenoir County
28436,Delco,,NC,Columbus County
27239,Denton,,NC,Davidson County
28037,Denver,,NC,Lincoln County
28725,Dillsboro,,NC,Jackson County
27017,Dobson,,NC,Surry County
28526,Dover,,NC,Craven County
28619,Drexel,,NC,Burke County
28332,Dublin,,NC,Bladen County
28333,Dudley,,NC,Wayne County
28334,Dunn,,NC,Sampson County
28335,Dunn,,NC,Harnett County
27930,Durants Neck,Hertford,NC,Perquimans County
27701,Durham,,NC,Durham County
27702,Durham,,NC,Durham County
27703,Durham,,NC,Durham County
27704,Durham,,NC,Durham County
27705,Durham,,NC,Durham County
27706,Durham,,NC,Durham County
27707,Durham,Shannon Plaza,NC,Durham County
27708,Durham,,NC,Durham County
27709,Durham,"Research Triangle Park, Rtp",NC,Durham County
27710,Durham,,NC,Durham County
27711,Durham,"Research Triangle Park, Rtp",NC,Durham County
27712,Durham,Eno Valley,NC,Durham County
27713,Durham,,NC,Durham County
27715,Durham,,NC,Durham County
27717,Durham,,NC,Durham County
27722,Durham,,NC,Durham County
27242,Eagle Springs,,NC,Moore County
28038,Earl,,NC,Cleveland County
27018,East Bend,,NC,Yadkin County
28726,East Flat Rock,E Flat Rock,NC,Henderson County
28039,East Spencer,,NC,Rowan County
27288,Eden,,NC,Rockingham County
27289,Eden,,NC,Rockingham County
27932,Edenton,,NC,Chowan County
28727,Edneyville,,NC,Henderson County
27821,Edward,,NC,Beaufort County
27243,Efland,,NC,Orange County
27906,Elizabeth City,Elizabeth Cty,NC,Pasquotank County
27907,Elizabeth City,Elizabeth Cty,NC,Pasquotank County
27909,Elizabeth City,Elizabeth Cty,NC,Pasquotank County
28337,Elizabethtown,,NC,Bladen County
28622,Elk Park,,NC,Avery County
28621,Elkin,,NC,Surry County
28040,Ellenboro,,NC,Rutherford County
28338,Ellerbe,,NC,Richmond County
27822,Elm City,,NC,Wilson County
27244,Elon,Elon College,NC,Alamance County
28594,Emerald Isle,,NC,Carteret County
27823,Enfield,,NC,Halifax County
27824,Engelhard,,NC,Hyde County
28728,Enka,,NC,Buncombe County
28623,Ennice,,NC,Alleghany County
28527,Ernul,,NC,Craven County
28339,Erwin,,NC,Harnett County
27247,Ether,,NC,Montgomery County
28729,Etowah,,NC,Henderson County
27935,Eure,,NC,Gates County
27825,Everetts,,NC,Martin County
28438,Evergreen,Boardman,NC,Columbus County
28439,Fair Bluff,,NC,Columbus County
27826,Fairfield,,NC,Hyde County
28340,Fairmont,,NC,Robeson County
28730,Fairview,,NC,Buncombe County
28341,Faison,,NC,Duplin County
28041,Faith,,NC,Rowan County
28342,Falcon,,NC,Cumberland County
27827,Falkland,,NC,Pitt County
28042,Fallston,,NC,Cleveland County
27828,Farmville,,NC,Pitt County
28301,Fayetteville,"E Fayetteville, E Fayettevlle, East Fayetteville",NC,Cumberland County
28302,Fayetteville,,NC,Cumberland County
28303,Fayetteville,,NC,Cumberland County
28304,Fayetteville,,NC,Cumberland County
28305,Fayetteville,,NC,Cumberland County
28306,Fayetteville,,NC,Bladen County
28309,Fayetteville,,NC,Cumberland County
28311,Fayetteville,,NC,Cumberland County
28312,Fayetteville,Eastover,NC,Cumberland County
28314,Fayetteville,,NC,Cumberland County
28624,Ferguson,,NC,Wilkes County
28731,Flat Rock,,NC,Henderson County
28626,Fleetwood,,NC,Ashe County
28732,Fletcher,,NC,Henderson County
28733,Fontana Dam,,NC,Graham County
28043,Forest City,"Alexander Mills, Alexander Mls",NC,Rutherford County
28307,Fort Bragg,Fayetteville,NC,Cumberland County
28310,Fort Bragg,,NC,Cumberland County
27829,Fountain,,NC,Pitt County
27524,Four Oaks,,NC,Johnston County
28734,Franklin,,NC,Macon County
28744,Franklin,,NC,Macon County
27525,Franklinton,,NC,Franklin County
27248,Franklinville,,NC,Randolph County
27830,Fremont,Eureka,NC,Wayne County
27936,Frisco,,NC,Dare County
27526,Fuquay Varina,,NC,Wake County
28441,Garland,Ingold,NC,Sampson County
27529,Garner,,NC,Wake County
27831,Garysburg,Gumberry,NC,Northampton County
27832,Gaston,,NC,Northampton County
28052,Gastonia,,NC,Gaston County
28053,Gastonia,,NC,Gaston County
28054,Gastonia,,NC,Gaston County
28055,Gastonia,,NC,Gaston County
28056,Gastonia,,NC,Gaston County
27937,Gates,,NC,Gates County
27938,Gatesville,,NC,Gates County
27019,Germanton,,NC,Stokes County
28735,Gerton,,NC,Henderson County
28343,Gibson,,NC,Scotland County
27249,Gibsonville,,NC,Guilford County
28627,Glade Valley,,NC,Alleghany County
28628,Glen Alpine,,NC,Burke County
28629,Glendale Springs,Glendale Spgs,NC,Ashe County
28736,Glenville,,NC,Jackson County
28737,Glenwood,Marion,NC,McDowell County
28528,Gloucester,,NC,Carteret County
28344,Godwin,,NC,Sampson County
28071,Gold Hill,,NC,Rowan County
27530,Goldsboro,,NC,Wayne County
27531,Goldsboro,"Seymour Johnson A F B, Seymour Johnson Afb, Sjafb",NC,Wayne County
27532,Goldsboro,,NC,Wayne County
27533,Goldsboro,,NC,Wayne County
27534,Goldsboro,,NC,Wayne County
27252,Goldston,,NC,Chatham County
27253,Graham,,NC,Alamance County
27939,Grandy,,NC,Currituck County
28630,Granite Falls,Sawmills,NC,Caldwell County
28072,Granite Quarry,Granite Qry,NC,Rowan County
28529,Grantsboro,,NC,Pamlico County
28631,Grassy Creek,,NC,Ashe County
28740,Green Mountain,Green Mtn,NC,Yancey County
27395,Greensboro,Greensboro Bmc,NC,Guilford County
27401,Greensboro,,NC,Guilford County
27402,Greensboro,,NC,Guilford County
27403,Greensboro,,NC,Guilford County
27404,Greensboro,,NC,Guilford County
27405,Greensboro,,NC,Guilford County
27406,Greensboro,,NC,Guilford County
27407,Greensboro,,NC,Guilford County
27408,Greensboro,,NC,Guilford County
27409,Greensboro,,NC,Guilford County
27410,Greensboro,,NC,Guilford County
27411,Greensboro,,NC,Guilford County
27412,Greensboro,,NC,Guilford County
27413,Greensboro,,NC,Guilford County
27415,Greensboro,,NC,Guilford County
27416,Greensboro,,NC,Guilford County
27417,Greensboro,,NC,Guilford County
27419,Greensboro,,NC,Guilford County
27420,Greensboro,,NC,Guilford County
27425,Greensboro,"Amf G Boro, Amf Greensboro",NC,Guilford County
27427,Greensboro,,NC,Guilford County
27429,Greensboro,,NC,Guilford County
27435,Greensboro,,NC,Guilford County
27438,Greensboro,,NC,Guilford County
27455,Greensboro,,NC,Guilford County
27480,Greensboro,,NC,Guilford County
27495,Greensboro,,NC,Guilford County
27497,Greensboro,,NC,Guilford County
27498,Greensboro,,NC,Guilford County
27499,Greensboro,,NC,Guilford County
27833,Greenville,,NC,Pitt County
27834,Greenville,,NC,Pitt County
27835,Greenville,,NC,Pitt County
27836,Greenville,,NC,Pitt County
27858,Greenville,,NC,Pitt County
28530,Grifton,,NC,Pitt County
27837,Grimesland,,NC,Pitt County
28073,Grover,,NC,Cleveland County
27256,Gulf,,NC,Chatham County
27839,Halifax,,NC,Halifax County
28442,Hallsboro,,NC,Columbus County
27840,Hamilton,,NC,Martin County
28345,Hamlet,,NC,Richmond County
28443,Hampstead,,NC,Pender County
27020,Hamptonville,,NC,Yadkin County
27941,Harbinger,,NC,Currituck County
28531,Harkers Island,Harkers Is,NC,Carteret County
28634,Harmony,,NC,Iredell County
28444,Harrells,,NC,Sampson County
27942,Harrellsville,,NC,Hertford County
28074,Harris,,NC,Rutherford County
28075,Harrisburg,,NC,Cabarrus County
27841,Hassell,,NC,Martin County
27943,Hatteras,,NC,Dare County
28532,Havelock,,NC,Craven County
27258,Haw River,,NC,Alamance County
28904,Hayesville,,NC,Clay County
28635,Hays,,NC,Wilkes County
28738,Hazelwood,,NC,Haywood County
27536,Henderson,,NC,Vance County
27537,Henderson,,NC,Vance County
28739,Hendersonville,"Hendersonvlle, Laurel Park",NC,Henderson County
28791,Hendersonville,Hendersonvlle,NC,Henderson County
28792,Hendersonville,Hendersonvlle,NC,Henderson County
28793,Hendersonville,Hendersonvlle,NC,Henderson County
27842,Henrico,,NC,Northampton County
28076,Henrietta,,NC,Rutherford County
27944,Hertford,Durants Neck,NC,Perquimans County
28601,Hickory,,NC,Catawba County
28602,Hickory,,NC,Catawba County
28603,Hickory,,NC,Catawba County
28636,Hiddenite,,NC,Alexander County
27260,High Point,,NC,Guilford County
27261,High Point,,NC,Guilford County
27262,High Point,,NC,Guilford County
27263,High Point,Archdale,NC,Randolph County
27264,High Point,,NC,Guilford County
27265,High Point,,NC,Guilford County
27268,High Point,,NC,Guilford County
28077,High Shoals,,NC,Gaston County
27259,Highfalls,,NC,Chatham County
28741,Highlands,,NC,Macon County
28637,Hildebran,,NC,Burke County
27278,Hillsborough,,NC,Orange County
27946,Hobbsville,,NC,Gates County
27843,Hobgood,,NC,Halifax County
28537,Hobucken,,NC,Pamlico County
28347,Hoffman,,NC,Richmond County
27844,Hollister,,NC,Halifax County
28445,Holly Ridge,"Surf City, Topsail Beach",NC,Onslow County
27540,Holly Springs,,NC,Wake County
28538,Hookerton,,NC,Greene County
28348,Hope Mills,,NC,Cumberland County
28742,Horse Shoe,,NC,Henderson County
28743,Hot Springs,,NC,Madison County
28539,Hubert,,NC,Onslow County
28638,Hudson,,NC,Caldwell County
28070,Huntersville,,NC,Mecklenburg County
28078,Huntersville,,NC,Mecklenburg County
27541,Hurdle Mills,,NC,Person County
28666,Icard,,NC,Burke County
28079,Indian Trail,Lake Park,NC,Union County
28080,Iron Station,,NC,Lincoln County
28447,Ivanhoe,,NC,Sampson County
27845,Jackson,Lasker,NC,Northampton County
27281,Jackson Springs,"Foxfire Village, Foxfire Vlg, Jackson Spgs",NC,Moore County
28540,Jacksonville,,NC,Onslow County
28541,Jacksonville,,NC,Onslow County
28546,Jacksonville,,NC,Onslow County
27282,Jamestown,,NC,Guilford County
27846,Jamesville,,NC,Martin County
27947,Jarvisburg,,NC,Currituck County
28640,Jefferson,,NC,Ashe County
28641,Jonas Ridge,,NC,Avery County
28642,Jonesville,,NC,Yadkin County
27283,Julian,,NC,Guilford County
28081,Kannapolis,,NC,Cabarrus County
28082,Kannapolis,,NC,Cabarrus County
28083,Kannapolis,,NC,Cabarrus County
27847,Kelford,,NC,Bertie County
28448,Kelly,,NC,Bladen County
28349,Kenansville,,NC,Duplin County
27542,Kenly,,NC,Johnston County
27284,Kernersville,,NC,Forsyth County
27285,Kernersville,,NC,Forsyth County
27948,Kill Devil Hills,Kill Devil Hl,NC,Dare County
27021,King,,NC,Stokes County
28086,Kings Mountain,Kings Mtn,NC,Cleveland County
28501,Kinston,,NC,Lenoir County
28502,Kinston,,NC,Lenoir County
28503,Kinston,,NC,Lenoir County
28504,Kinston,,NC,Lenoir County
27543,Kipling,,NC,Harnett County
27544,Kittrell,,NC,Vance County
27949,Kitty Hawk,"Duck, Southern Shores, Southrn Shore",NC,Dare County
27545,Knightdale,,NC,Wake County
27950,Knotts Island,,NC,Currituck County
28449,Kure Beach,,NC,New Hanover County
28551,La Grange,,NC,Lenoir County
28745,Lake Junaluska,Lk Junaluska,NC,Haywood County
28746,Lake Lure,,NC,Rutherford County
28747,Lake Toxaway,,NC,Transylvania County
28450,Lake Waccamaw,,NC,Columbus County
28350,Lakeview,,NC,Moore County
28088,Landis,,NC,Rowan County
28643,Lansing,Husk,NC,Ashe County
28089,Lattimore,,NC,Cleveland County
28351,Laurel Hill,,NC,Scotland County
28644,Laurel Springs,Laurel Spgs,NC,Alleghany County
28352,Laurinburg,,NC,Scotland County
28353,Laurinburg,,NC,Scotland County
28090,Lawndale,,NC,Cleveland County
27022,Lawsonville,,NC,Stokes County
27291,Leasburg,,NC,Caswell County
28748,Leicester,,NC,Buncombe County
28451,Leland,"Belville, Navassa, Northwest",NC,Brunswick County
28355,Lemon Springs,,NC,Lee County
28633,Lenoir,,NC,Caldwell County
28645,Lenoir,"Cajahs Mountain, Cajahs Mtn, Cedar Rock",NC,Caldwell County
27849,Lewiston Woodville,Lewiston,NC,Bertie County
27023,Lewisville,,NC,Forsyth County
27292,Lexington,,NC,Davidson County
27293,Lexington,,NC,Davidson County
27294,Lexington,,NC,Davidson County
27295,Lexington,,NC,Davidson County
27298,Liberty,,NC,Randolph County
28091,Lilesville,,NC,Anson County
27546,Lillington,,NC,Harnett County
28092,Lincolnton,Boger City,NC,Lincoln County
28093,Lincolnton,,NC,Lincoln County
28356,Linden,,NC,Harnett County
28646,Linville,,NC,Avery County
28647,Linville Falls,Linville Fls,NC,Avery County
27299,Linwood,,NC,Davidson County
28749,Little Switzerland,Ltl Switzrlnd,NC,McDowell County
27850,Littleton,,NC,Halifax County
28097,Locust,,NC,Stanly County
28452,Longwood,,NC,Brunswick County
27549,Louisburg,Centerville,NC,Franklin County
28098,Lowell,,NC,Gaston County
27024,Lowgap,,NC,Surry County
28552,Lowland,,NC,Pamlico County
27851,Lucama,,NC,Wilson County
28357,Lumber Bridge,,NC,Robeson County
28358,Lumberton,,NC,Robeson County
28359,Lumberton,,NC,Robeson County
28360,Lumberton,,NC,Robeson County
28750,Lynn,,NC,Polk County
27852,Macclesfield,,NC,Edgecombe County
27551,Macon,,NC,Warren County
27025,Madison,,NC,Rockingham County
28751,Maggie Valley,,NC,Haywood County
28453,Magnolia,,NC,Duplin County
28650,Maiden,,NC,Catawba County
27552,Mamers,,NC,Harnett County
27953,Manns Harbor,East Lake,NC,Dare County
27553,Manson,,NC,Warren County
27954,Manteo,,NC,Dare County
27956,Maple,,NC,Currituck County
28454,Maple Hill,,NC,Onslow County
28905,Marble,,NC,Cherokee County
27853,Margarettsville,Margarettsvl,NC,Northampton County
28362,Marietta,,NC,Robeson County
28752,Marion,,NC,McDowell County
28754,Mars Hill,,NC,Madison County
28753,Marshall,,NC,Madison County
28553,Marshallberg,,NC,Carteret County
28103,Marshville,,NC,Union County
28363,Marston,,NC,Richmond County
28104,Matthews,"Stallings, Weddington, Wesley Chapel",NC,Union County
28105,Matthews,,NC,Mecklenburg County
28106,Matthews,,NC,Mecklenburg County
28554,Maury,,NC,Greene County
28364,Maxton,,NC,Robeson County
27027,Mayodan,,NC,Rockingham County
28555,Maysville,,NC,Onslow County
28101,Mc Adenville,,NC,Gaston County
28102,Mc Farlan,,NC,Anson County
28649,Mc Grady,,NC,Wilkes County
27301,Mc Leansville,,NC,Guilford County
28545,Mccutcheon Field,"Jacksonville, Mccutchn Fld",NC,Onslow County
27302,Mebane,,NC,Alamance County
28556,Merritt,,NC,Pamlico County
27957,Merry Hill,,NC,Bertie County
28755,Micaville,,NC,Yancey County
27555,Micro,,NC,Johnston County
27556,Middleburg,,NC,Vance County
27557,Middlesex,,NC,Nash County
28107,Midland,,NC,Cabarrus County
28544,Midway Park,Jacksonville,NC,Onslow County
28756,Mill Spring,,NC,Polk County
28651,Millers Creek,Wilbar,NC,Wilkes County
28759,Mills River,,NC,Henderson County
27305,Milton,,NC,Caswell County
27854,Milwaukee,,NC,Northampton County
28108,Mineral Springs,Mineral Spgs,NC,Union County
28652,Minneapolis,,NC,Avery County
28109,Misenheimer,,NC,Stanly County
27028,Mocksville,,NC,Davie County
27559,Moncure,,NC,Chatham County
28110,Monroe,Unionville,NC,Union County
28111,Monroe,,NC,Union County
28112,Monroe,,NC,Union County
28653,Montezuma,,NC,Avery County
28757,Montreat,,NC,Buncombe County
28114,Mooresboro,,NC,Rutherford County
28115,Mooresville,,NC,Iredell County
28117,Mooresville,,NC,Iredell County
28654,Moravian Falls,Moravian Fls,NC,Wilkes County
28557,Morehead City,,NC,Carteret County
28655,Morganton,,NC,Burke County
28680,Morganton,,NC,Burke County
27560,Morrisville,,NC,Wake County
28119,Morven,,NC,Anson County
27030,Mount Airy,,NC,Surry County
27306,Mount Gilead,,NC,Montgomery County
28120,Mount Holly,Mt Holly,NC,Gaston County
28123,Mount Mourne,,NC,Iredell County
28365,Mount Olive,,NC,Wayne County
28124,Mount Pleasant,Mt Pleasant,NC,Cabarrus County
28125,Mount Ulla,,NC,Rowan County
28758,Mountain Home,,NC,Henderson County
27958,Moyock,,NC,Currituck County
27855,Murfreesboro,,NC,Hertford County
28906,Murphy,,NC,Cherokee County
27959,Nags Head,,NC,Dare County
28455,Nakina,,NC,Columbus County
28760,Naples,,NC,Henderson County
27856,Nashville,Momeyer,NC,Nash County
